

[5:79]V_0:  0.5  A: 7.9

-0.4995	-31.23612	0.1559775
-0.4945	-8.277392	0.4990716
-0.4895	-5.19779	0.6647728
-0.4845	-3.651678	0.7780679
-0.4795	-2.652933	0.8613105
-0.4745	-1.929902	0.923895
-0.4695	-1.37181	0.9709335
-0.4645	-0.9232885	1.005622
-0.4595	-0.552891	1.030144
-0.4545	-0.2411024	1.046083
-0.4495	0.02500516	1.054645
-0.4445	0.2544375	1.056776
-0.4395	0.4537239	1.053242
-0.4345	0.627755	1.044673
-0.4295	0.780294	1.031602
-0.4245	0.9143039	1.014484
-0.4195	1.032163	0.993709
-0.4145	1.135813	0.9696217
-0.4095	1.226863	0.9425242
-0.4045	1.306662	0.9126856
-0.3995	1.376358	0.880347
-0.3945	1.436931	0.8457253
-0.3895	1.489234	0.8090172
-0.3845	1.534007	0.7704017
-0.3795	1.571903	0.7300422
-0.3745	1.6035	0.6880886
-0.3695	1.629309	0.644679
-0.3645	1.649792	0.5999406
-0.3595	1.665362	0.5539912
-0.3545	1.676393	0.50694
-0.3495	1.683224	0.4588883
-0.3445	1.686163	0.4099304
-0.3395	1.685494	0.3601543
-0.3345	1.681477	0.3096418
-0.3295	1.674349	0.2584696
-0.3245	1.664331	0.2067091
-0.3195	1.651627	0.1544271
-0.3145	1.636425	0.101686
-0.3095	1.618902	0.0485443
-0.3045	1.599221	-0.004943537
-0.2995	1.577534	-0.05872652
-0.2945	1.553985	-0.1127571
-0.2895	1.528707	-0.166991
-0.2845	1.501826	-0.221387
-0.2795	1.473459	-0.2759067
-0.2745	1.443717	-0.3305149
-0.2695	1.412704	-0.3851787
-0.2645	1.380519	-0.4398683
-0.2595	1.347254	-0.494556
-0.2545	1.312997	-0.5492172
-0.2495	1.277832	-0.6038293
-0.2445	1.241835	-0.6583726
-0.2395	1.205082	-0.7128296
-0.2345	1.167642	-0.7671854
-0.2295	1.129583	-0.8214275
-0.2245	1.090967	-0.8755462
-0.2195	1.051854	-0.9295342
-0.2145	1.012302	-0.9833869
-0.2095	0.9723644	-1.037103
-0.2045	0.9320921	-1.090683
-0.1995	0.8915342	-1.144131
-0.1945	0.8507368	-1.197455
-0.1895	0.809744	-1.250667
-0.1845	0.7685973	-1.30378
-0.1795	0.7273365	-1.356814
-0.1745	0.685999	-1.409793
-0.1695	0.6446206	-1.462744
-0.1645	0.6032349	-1.515701
-0.1595	0.5618738	-1.568705
-0.1545	0.5205677	-1.621803
-0.1495	0.4793448	-1.675048
-0.1445	0.4382322	-1.728505
-0.1395	0.397255	-1.782248
-0.1345	0.3564368	-1.836362
-0.1295	0.3157996	-1.890946
-0.1245	0.2753638	-1.946117
-0.1195	0.2351482	-2.002008
-0.1145	0.1951701	-2.058778
-0.1095	0.1554448	-2.11661
-0.1045	0.115986	-2.175724
-0.0995	0.07680567	-2.236377
-0.0945	0.03791354	-2.298877
-0.0895	-0.000682787	-2.363597
-0.0845	-0.03897817	-2.430985
-0.0795	-0.07697028	-2.501594
-0.0745	-0.1146601	-2.576106
-0.0695	-0.1520524	-2.655378
-0.0645	-0.1891568	-2.740502
-0.0595	-0.2259887	-2.83289
-0.0545	-0.2625713	-2.934407
-0.0495	-0.2989377	-3.047574
-0.0445	-0.3351344	-3.175894
-0.0395	-0.3712273	-3.324396
-0.0345	-0.4073106	-3.500611
-0.0295	-0.4435218	-3.716419
-0.0245	-0.4800706	-3.991893
-0.0195	-0.5172951	-4.364313
-0.0145	-0.5557935	-4.913219
-0.0095	-0.5967965	-5.85168
-0.0045	-0.6437349	-8.092074


[5:80]V_0:  0.5  A: 8

-0.4995	-31.22829	0.1575399
-0.4945	-8.252462	0.5036425
-0.4895	-5.164767	0.6702712
-0.4845	-3.613242	0.7837876
-0.4795	-2.610625	0.8668198
-0.4745	-1.884779	0.9288878
-0.4695	-1.324664	0.9751771
-0.4645	-0.8747448	1.008933
-0.4595	-0.5034596	1.032375
